source,task,condition,offer_amount,agent_index,rank,feature_label,activation
lottery,safe_risky_choice,slightly_prompting,110,9,7,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,9,8,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,9,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,9,10,Offensive request from the user,13.0
lottery,safe_risky_choice,slightly_prompting,110,10,1,Probability-based decision making scenarios with explicit numerical comparisons,101.0
lottery,safe_risky_choice,slightly_prompting,110,10,2,The assistant should select between provided options,50.0
lottery,safe_risky_choice,slightly_prompting,110,10,3,Calculated risk-taking behavior and entrepreneurial mindset,37.0
lottery,safe_risky_choice,slightly_prompting,110,10,4,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,10,5,Rational choice theory and utility maximization in formal decision-making,27.0
lottery,safe_risky_choice,slightly_prompting,110,10,6,The assistant is explaining why it cannot fulfill an unethical request,21.0
lottery,safe_risky_choice,slightly_prompting,110,10,7,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,10,8,Connecting phrases and transitions when reformulating text,16.0
lottery,safe_risky_choice,slightly_prompting,110,10,9,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,10,10,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,11,1,Probability-based decision making scenarios with explicit numerical comparisons,109.0
lottery,safe_risky_choice,slightly_prompting,110,11,2,The assistant should select between provided options,48.0
lottery,safe_risky_choice,slightly_prompting,110,11,3,Calculated risk-taking behavior and entrepreneurial mindset,38.0
lottery,safe_risky_choice,slightly_prompting,110,11,4,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,11,5,Rational choice theory and utility maximization in formal decision-making,26.0
lottery,safe_risky_choice,slightly_prompting,110,11,6,The assistant is explaining why it cannot fulfill an unethical request,19.0
lottery,safe_risky_choice,slightly_prompting,110,11,7,Economic tradeoffs and payoff structures in social contexts,18.0
lottery,safe_risky_choice,slightly_prompting,110,11,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,11,9,Introducing potential risks or possibilities in explanatory contexts,16.0
lottery,safe_risky_choice,slightly_prompting,110,11,10,Linguistic connectors that create fluid prose transitions,15.0
lottery,safe_risky_choice,slightly_prompting,110,12,1,Probability-based decision making scenarios with explicit numerical comparisons,89.0
lottery,safe_risky_choice,slightly_prompting,110,12,2,The assistant should select between provided options,46.0
lottery,safe_risky_choice,slightly_prompting,110,12,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,12,4,Calculated risk-taking behavior and entrepreneurial mindset,25.0
lottery,safe_risky_choice,slightly_prompting,110,12,5,Rational choice theory and utility maximization in formal decision-making,24.0
lottery,safe_risky_choice,slightly_prompting,110,12,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,12,7,The assistant is explaining why it cannot fulfill an unethical request,17.0
lottery,safe_risky_choice,slightly_prompting,110,12,8,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,12,9,The assistant is providing analytical descriptions or explanations,14.0
lottery,safe_risky_choice,slightly_prompting,110,12,10,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,13,1,Probability-based decision making scenarios with explicit numerical comparisons,103.0
lottery,safe_risky_choice,slightly_prompting,110,13,2,The assistant should select between provided options,46.0
lottery,safe_risky_choice,slightly_prompting,110,13,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,13,4,Rational choice theory and utility maximization in formal decision-making,24.0
lottery,safe_risky_choice,slightly_prompting,110,13,5,Calculated risk-taking behavior and entrepreneurial mindset,23.0
lottery,safe_risky_choice,slightly_prompting,110,13,6,Economic tradeoffs and payoff structures in social contexts,20.0
lottery,safe_risky_choice,slightly_prompting,110,13,7,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,13,8,Introducing potential risks or possibilities in explanatory contexts,16.0
lottery,safe_risky_choice,slightly_prompting,110,13,9,Connecting phrases and transitions when reformulating text,15.0
lottery,safe_risky_choice,slightly_prompting,110,13,10,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,14,1,Probability-based decision making scenarios with explicit numerical comparisons,106.0
lottery,safe_risky_choice,slightly_prompting,110,14,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,slightly_prompting,110,14,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,14,4,Calculated risk-taking behavior and entrepreneurial mindset,35.0
lottery,safe_risky_choice,slightly_prompting,110,14,5,The assistant is explaining why it cannot fulfill an unethical request,31.0
lottery,safe_risky_choice,slightly_prompting,110,14,6,Rational choice theory and utility maximization in formal decision-making,27.0
lottery,safe_risky_choice,slightly_prompting,110,14,7,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,14,8,Linguistic connectors that create fluid prose transitions,17.0
lottery,safe_risky_choice,slightly_prompting,110,14,9,Economic tradeoffs and payoff structures in social contexts,16.0
lottery,safe_risky_choice,slightly_prompting,110,14,10,Introducing potential risks or possibilities in explanatory contexts,14.0
lottery,safe_risky_choice,slightly_prompting,110,15,1,Probability-based decision making scenarios with explicit numerical comparisons,93.0
lottery,safe_risky_choice,slightly_prompting,110,15,2,The assistant should select between provided options,49.0
lottery,safe_risky_choice,slightly_prompting,110,15,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,15,4,Calculated risk-taking behavior and entrepreneurial mindset,30.0
lottery,safe_risky_choice,slightly_prompting,110,15,5,Rational choice theory and utility maximization in formal decision-making,25.0
lottery,safe_risky_choice,slightly_prompting,110,15,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,15,7,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,15,8,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,15,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,15,10,Offensive request from the user,13.0
lottery,safe_risky_choice,slightly_prompting,110,16,1,Probability-based decision making scenarios with explicit numerical comparisons,100.0
lottery,safe_risky_choice,slightly_prompting,110,16,2,The assistant should select between provided options,50.0
lottery,safe_risky_choice,slightly_prompting,110,16,3,Calculated risk-taking behavior and entrepreneurial mindset,36.0
lottery,safe_risky_choice,slightly_prompting,110,16,4,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,16,5,Rational choice theory and utility maximization in formal decision-making,27.0
lottery,safe_risky_choice,slightly_prompting,110,16,6,The assistant is explaining why it cannot fulfill an unethical request,20.0
lottery,safe_risky_choice,slightly_prompting,110,16,7,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,16,8,Connecting phrases and transitions when reformulating text,16.0
lottery,safe_risky_choice,slightly_prompting,110,16,9,Economic tradeoffs and payoff structures in social contexts,14.0
lottery,safe_risky_choice,slightly_prompting,110,16,10,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,17,1,Probability-based decision making scenarios with explicit numerical comparisons,109.0
lottery,safe_risky_choice,slightly_prompting,110,17,2,The assistant should select between provided options,48.0
lottery,safe_risky_choice,slightly_prompting,110,17,3,Calculated risk-taking behavior and entrepreneurial mindset,38.0
lottery,safe_risky_choice,slightly_prompting,110,17,4,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,17,5,Rational choice theory and utility maximization in formal decision-making,26.0
lottery,safe_risky_choice,slightly_prompting,110,17,6,The assistant is explaining why it cannot fulfill an unethical request,19.0
lottery,safe_risky_choice,slightly_prompting,110,17,7,Economic tradeoffs and payoff structures in social contexts,18.0
lottery,safe_risky_choice,slightly_prompting,110,17,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,17,9,Introducing potential risks or possibilities in explanatory contexts,16.0
lottery,safe_risky_choice,slightly_prompting,110,17,10,Linguistic connectors that create fluid prose transitions,15.0
lottery,safe_risky_choice,slightly_prompting,110,18,1,Probability-based decision making scenarios with explicit numerical comparisons,93.0
lottery,safe_risky_choice,slightly_prompting,110,18,2,The assistant should select between provided options,49.0
lottery,safe_risky_choice,slightly_prompting,110,18,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,18,4,Calculated risk-taking behavior and entrepreneurial mindset,30.0
lottery,safe_risky_choice,slightly_prompting,110,18,5,Rational choice theory and utility maximization in formal decision-making,25.0
lottery,safe_risky_choice,slightly_prompting,110,18,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,18,7,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,18,8,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,18,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,18,10,Offensive request from the user,13.0
lottery,safe_risky_choice,slightly_prompting,110,19,1,Probability-based decision making scenarios with explicit numerical comparisons,99.0
lottery,safe_risky_choice,slightly_prompting,110,19,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,slightly_prompting,110,19,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,19,4,Calculated risk-taking behavior and entrepreneurial mindset,34.0
lottery,safe_risky_choice,slightly_prompting,110,19,5,Rational choice theory and utility maximization in formal decision-making,27.0
lottery,safe_risky_choice,slightly_prompting,110,19,6,The assistant is explaining why it cannot fulfill an unethical request,21.0
lottery,safe_risky_choice,slightly_prompting,110,19,7,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,19,8,Connecting phrases and transitions when reformulating text,16.0
lottery,safe_risky_choice,slightly_prompting,110,19,9,Economic tradeoffs and payoff structures in social contexts,14.0
lottery,safe_risky_choice,slightly_prompting,110,19,10,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,20,1,Probability-based decision making scenarios with explicit numerical comparisons,103.0
lottery,safe_risky_choice,slightly_prompting,110,20,2,The assistant should select between provided options,46.0
lottery,safe_risky_choice,slightly_prompting,110,20,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,20,4,Rational choice theory and utility maximization in formal decision-making,24.0
lottery,safe_risky_choice,slightly_prompting,110,20,5,Calculated risk-taking behavior and entrepreneurial mindset,23.0
lottery,safe_risky_choice,slightly_prompting,110,20,6,Economic tradeoffs and payoff structures in social contexts,20.0
lottery,safe_risky_choice,slightly_prompting,110,20,7,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,20,8,Introducing potential risks or possibilities in explanatory contexts,16.0
lottery,safe_risky_choice,slightly_prompting,110,20,9,Connecting phrases and transitions when reformulating text,15.0
lottery,safe_risky_choice,slightly_prompting,110,20,10,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,21,1,Probability-based decision making scenarios with explicit numerical comparisons,93.0
lottery,safe_risky_choice,slightly_prompting,110,21,2,The assistant should select between provided options,49.0
lottery,safe_risky_choice,slightly_prompting,110,21,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,21,4,Calculated risk-taking behavior and entrepreneurial mindset,30.0
lottery,safe_risky_choice,slightly_prompting,110,21,5,Rational choice theory and utility maximization in formal decision-making,25.0
lottery,safe_risky_choice,slightly_prompting,110,21,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,21,7,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,21,8,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,21,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,21,10,Offensive request from the user,13.0
lottery,safe_risky_choice,slightly_prompting,110,22,1,Probability-based decision making scenarios with explicit numerical comparisons,103.0
lottery,safe_risky_choice,slightly_prompting,110,22,2,The assistant should select between provided options,46.0
lottery,safe_risky_choice,slightly_prompting,110,22,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,22,4,Rational choice theory and utility maximization in formal decision-making,24.0
lottery,safe_risky_choice,slightly_prompting,110,22,5,Calculated risk-taking behavior and entrepreneurial mindset,23.0
lottery,safe_risky_choice,slightly_prompting,110,22,6,Economic tradeoffs and payoff structures in social contexts,20.0
lottery,safe_risky_choice,slightly_prompting,110,22,7,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,22,8,Introducing potential risks or possibilities in explanatory contexts,16.0
lottery,safe_risky_choice,slightly_prompting,110,22,9,Connecting phrases and transitions when reformulating text,15.0
lottery,safe_risky_choice,slightly_prompting,110,22,10,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,23,1,Probability-based decision making scenarios with explicit numerical comparisons,93.0
lottery,safe_risky_choice,slightly_prompting,110,23,2,The assistant should select between provided options,49.0
lottery,safe_risky_choice,slightly_prompting,110,23,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,23,4,Calculated risk-taking behavior and entrepreneurial mindset,30.0
lottery,safe_risky_choice,slightly_prompting,110,23,5,Rational choice theory and utility maximization in formal decision-making,25.0
lottery,safe_risky_choice,slightly_prompting,110,23,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,23,7,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,23,8,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,23,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,23,10,Offensive request from the user,13.0
lottery,safe_risky_choice,slightly_prompting,110,24,1,Probability-based decision making scenarios with explicit numerical comparisons,93.0
lottery,safe_risky_choice,slightly_prompting,110,24,2,The assistant should select between provided options,49.0
lottery,safe_risky_choice,slightly_prompting,110,24,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,24,4,Calculated risk-taking behavior and entrepreneurial mindset,30.0
lottery,safe_risky_choice,slightly_prompting,110,24,5,Rational choice theory and utility maximization in formal decision-making,25.0
lottery,safe_risky_choice,slightly_prompting,110,24,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,24,7,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,24,8,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,24,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,24,10,Offensive request from the user,13.0
lottery,safe_risky_choice,slightly_prompting,110,25,1,Probability-based decision making scenarios with explicit numerical comparisons,103.0
lottery,safe_risky_choice,slightly_prompting,110,25,2,The assistant should select between provided options,46.0
lottery,safe_risky_choice,slightly_prompting,110,25,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,25,4,Calculated risk-taking behavior and entrepreneurial mindset,32.0
lottery,safe_risky_choice,slightly_prompting,110,25,5,The assistant is explaining why it cannot fulfill an unethical request,27.0
lottery,safe_risky_choice,slightly_prompting,110,25,6,Rational choice theory and utility maximization in formal decision-making,26.0
lottery,safe_risky_choice,slightly_prompting,110,25,7,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,25,8,Linguistic connectors that create fluid prose transitions,17.0
lottery,safe_risky_choice,slightly_prompting,110,25,9,Economic tradeoffs and payoff structures in social contexts,16.0
lottery,safe_risky_choice,slightly_prompting,110,25,10,Connecting phrases and transitions when reformulating text,15.0
lottery,safe_risky_choice,slightly_prompting,110,26,1,Probability-based decision making scenarios with explicit numerical comparisons,103.0
lottery,safe_risky_choice,slightly_prompting,110,26,2,The assistant should select between provided options,47.0
lottery,safe_risky_choice,slightly_prompting,110,26,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,26,4,Calculated risk-taking behavior and entrepreneurial mindset,24.0
lottery,safe_risky_choice,slightly_prompting,110,26,5,Rational choice theory and utility maximization in formal decision-making,24.0
lottery,safe_risky_choice,slightly_prompting,110,26,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,slightly_prompting,110,26,7,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,26,8,Introducing potential risks or possibilities in explanatory contexts,16.0
lottery,safe_risky_choice,slightly_prompting,110,26,9,Connecting phrases and transitions when reformulating text,15.0
lottery,safe_risky_choice,slightly_prompting,110,26,10,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,27,1,Probability-based decision making scenarios with explicit numerical comparisons,93.0
lottery,safe_risky_choice,slightly_prompting,110,27,2,The assistant should select between provided options,49.0
lottery,safe_risky_choice,slightly_prompting,110,27,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,27,4,Calculated risk-taking behavior and entrepreneurial mindset,30.0
lottery,safe_risky_choice,slightly_prompting,110,27,5,Rational choice theory and utility maximization in formal decision-making,25.0
lottery,safe_risky_choice,slightly_prompting,110,27,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,27,7,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,27,8,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,27,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,27,10,Offensive request from the user,13.0
lottery,safe_risky_choice,slightly_prompting,110,28,1,Probability-based decision making scenarios with explicit numerical comparisons,103.0
lottery,safe_risky_choice,slightly_prompting,110,28,2,The assistant should select between provided options,46.0
lottery,safe_risky_choice,slightly_prompting,110,28,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,28,4,Rational choice theory and utility maximization in formal decision-making,24.0
lottery,safe_risky_choice,slightly_prompting,110,28,5,Calculated risk-taking behavior and entrepreneurial mindset,23.0
lottery,safe_risky_choice,slightly_prompting,110,28,6,Economic tradeoffs and payoff structures in social contexts,20.0
lottery,safe_risky_choice,slightly_prompting,110,28,7,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,28,8,Introducing potential risks or possibilities in explanatory contexts,16.0
lottery,safe_risky_choice,slightly_prompting,110,28,9,Connecting phrases and transitions when reformulating text,15.0
lottery,safe_risky_choice,slightly_prompting,110,28,10,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,29,1,Probability-based decision making scenarios with explicit numerical comparisons,102.0
lottery,safe_risky_choice,slightly_prompting,110,29,2,The assistant should select between provided options,46.0
lottery,safe_risky_choice,slightly_prompting,110,29,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,29,4,Calculated risk-taking behavior and entrepreneurial mindset,24.0
lottery,safe_risky_choice,slightly_prompting,110,29,5,Rational choice theory and utility maximization in formal decision-making,24.0
lottery,safe_risky_choice,slightly_prompting,110,29,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,slightly_prompting,110,29,7,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,29,8,Introducing potential risks or possibilities in explanatory contexts,16.0
lottery,safe_risky_choice,slightly_prompting,110,29,9,Connecting phrases and transitions when reformulating text,14.0
lottery,safe_risky_choice,slightly_prompting,110,29,10,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,30,1,Probability-based decision making scenarios with explicit numerical comparisons,93.0
lottery,safe_risky_choice,slightly_prompting,110,30,2,The assistant should select between provided options,49.0
lottery,safe_risky_choice,slightly_prompting,110,30,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,30,4,Calculated risk-taking behavior and entrepreneurial mindset,30.0
lottery,safe_risky_choice,slightly_prompting,110,30,5,Rational choice theory and utility maximization in formal decision-making,25.0
lottery,safe_risky_choice,slightly_prompting,110,30,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,30,7,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,30,8,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,30,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,30,10,Offensive request from the user,13.0
lottery,safe_risky_choice,slightly_prompting,110,31,1,Probability-based decision making scenarios with explicit numerical comparisons,93.0
lottery,safe_risky_choice,slightly_prompting,110,31,2,The assistant should select between provided options,49.0
lottery,safe_risky_choice,slightly_prompting,110,31,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,31,4,Calculated risk-taking behavior and entrepreneurial mindset,30.0
lottery,safe_risky_choice,slightly_prompting,110,31,5,Rational choice theory and utility maximization in formal decision-making,25.0
lottery,safe_risky_choice,slightly_prompting,110,31,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,31,7,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,31,8,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,31,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,31,10,Offensive request from the user,13.0
lottery,safe_risky_choice,slightly_prompting,110,32,1,Probability-based decision making scenarios with explicit numerical comparisons,93.0
lottery,safe_risky_choice,slightly_prompting,110,32,2,The assistant should select between provided options,49.0
lottery,safe_risky_choice,slightly_prompting,110,32,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,32,4,Calculated risk-taking behavior and entrepreneurial mindset,30.0
lottery,safe_risky_choice,slightly_prompting,110,32,5,Rational choice theory and utility maximization in formal decision-making,25.0
lottery,safe_risky_choice,slightly_prompting,110,32,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,32,7,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,32,8,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,32,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,32,10,Offensive request from the user,13.0
lottery,safe_risky_choice,slightly_prompting,110,33,1,Probability-based decision making scenarios with explicit numerical comparisons,93.0
lottery,safe_risky_choice,slightly_prompting,110,33,2,The assistant should select between provided options,49.0
lottery,safe_risky_choice,slightly_prompting,110,33,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,33,4,Calculated risk-taking behavior and entrepreneurial mindset,30.0
lottery,safe_risky_choice,slightly_prompting,110,33,5,Rational choice theory and utility maximization in formal decision-making,25.0
lottery,safe_risky_choice,slightly_prompting,110,33,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,33,7,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,33,8,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,33,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,110,33,10,Offensive request from the user,13.0
lottery,safe_risky_choice,slightly_prompting,110,34,1,Probability-based decision making scenarios with explicit numerical comparisons,89.0
lottery,safe_risky_choice,slightly_prompting,110,34,2,The assistant should select between provided options,46.0
lottery,safe_risky_choice,slightly_prompting,110,34,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,34,4,Calculated risk-taking behavior and entrepreneurial mindset,25.0
lottery,safe_risky_choice,slightly_prompting,110,34,5,Rational choice theory and utility maximization in formal decision-making,24.0
lottery,safe_risky_choice,slightly_prompting,110,34,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,34,7,The assistant is explaining why it cannot fulfill an unethical request,17.0
lottery,safe_risky_choice,slightly_prompting,110,34,8,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,34,9,The assistant is providing analytical descriptions or explanations,14.0
lottery,safe_risky_choice,slightly_prompting,110,34,10,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,35,1,Probability-based decision making scenarios with explicit numerical comparisons,102.0
lottery,safe_risky_choice,slightly_prompting,110,35,2,The assistant should select between provided options,48.0
lottery,safe_risky_choice,slightly_prompting,110,35,3,Calculated risk-taking behavior and entrepreneurial mindset,38.0
lottery,safe_risky_choice,slightly_prompting,110,35,4,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,35,5,Rational choice theory and utility maximization in formal decision-making,27.0
lottery,safe_risky_choice,slightly_prompting,110,35,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,35,7,Connecting phrases and transitions when reformulating text,16.0
lottery,safe_risky_choice,slightly_prompting,110,35,8,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,35,9,The assistant is explaining why it cannot fulfill an unethical request,14.0
lottery,safe_risky_choice,slightly_prompting,110,35,10,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,36,1,Probability-based decision making scenarios with explicit numerical comparisons,89.0
lottery,safe_risky_choice,slightly_prompting,110,36,2,The assistant should select between provided options,46.0
lottery,safe_risky_choice,slightly_prompting,110,36,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,36,4,Calculated risk-taking behavior and entrepreneurial mindset,25.0
lottery,safe_risky_choice,slightly_prompting,110,36,5,Rational choice theory and utility maximization in formal decision-making,24.0
lottery,safe_risky_choice,slightly_prompting,110,36,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,36,7,The assistant is explaining why it cannot fulfill an unethical request,17.0
lottery,safe_risky_choice,slightly_prompting,110,36,8,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,slightly_prompting,110,36,9,The assistant is providing analytical descriptions or explanations,14.0
lottery,safe_risky_choice,slightly_prompting,110,36,10,Task list entries involving children's scheduled activities,13.0
lottery,safe_risky_choice,slightly_prompting,110,37,1,Probability-based decision making scenarios with explicit numerical comparisons,104.0
lottery,safe_risky_choice,slightly_prompting,110,37,2,The assistant should select between provided options,46.0
lottery,safe_risky_choice,slightly_prompting,110,37,3,Technical setup and configuration states in experimental procedures,35.0
lottery,safe_risky_choice,slightly_prompting,110,37,4,Calculated risk-taking behavior and entrepreneurial mindset,32.0
lottery,safe_risky_choice,slightly_prompting,110,37,5,Rational choice theory and utility maximization in formal decision-making,26.0
lottery,safe_risky_choice,slightly_prompting,110,37,6,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,110,37,7,The assistant is explaining why it cannot fulfill an unethical request,17.0
